f3,f2,f1,f0
9692,9848,9567,9512
9695,9849,9574,9514
9701,9850,9580,9517
9731,9855,9586,9519
9732,9856,9587,9523
9735,9857,9589,9525
9738,9859,9599,9529
9754,9862,9604,9534
9758,9863,9606,9541
9764,9865,9607,9544
9766,9869,9608,9549
9768,9876,9613,9550
9776,9881,9616,9555
9780,9888,9620,9559
9782,9893,9621,9562
9786,9897,9628,9570
9787,9905,9629,9575
9801,9907,9630,9576
9807,9923,9637,9578
9812,9926,9643,9585
9814,9928,9644,9588
9815,9929,9646,9591
9817,9930,9648,9592
9821,9935,9654,9593
9823,9939,9663,9595
9833,9941,9666,9596
9840,9942,9668,9597
9841,9943,9669,9605
9846,9946,9672,9609
9851,9948,9679,9614
9853,9954,9680,9617
9854,9955,9682,9625
9864,9972,9686,9634
9866,9973,9687,9640
9867,9979,9690,9641
9872,9981,9698,9649
9877,9993,9699,9652
9879,9994,9708,9653
9882,9996,9710,9655
9886,10000,9714,9660
9891,10014,9716,9662
9895,10018,9722,9664
9898,10021,9723,9673
9913,10025,9728,9674
9922,10032,9730,9681
9933,10034,9733,9684
9936,10046,9734,9685
9940,10053,9736,9694
9951,10055,9740,9703
9952,10056,9742,9705
9953,10057,9745,9706
9956,10059,9747,9712
9960,10062,9749,9718
9962,10063,9753,9719
9965,10065,9755,9720
9967,10067,9762,9721
9968,10068,9767,9727
9969,10070,9771,9741
9971,10072,9774,9743
9976,10073,9778,9744
9977,10075,9779,9750
9978,10076,9789,9751
9986,10079,9790,9752
9990,10080,9797,9756
9998,10088,9799,9757
10001,10093,9806,9760
10005,10105,9818,9761
10007,10109,9819,9763
10008,10113,9822,9765
10010,10114,9831,9769
10012,10119,9835,9772
10013,10121,9842,9775
10015,10124,9845,9777
10016,10134,9847,9784
10022,10135,9852,9785
10023,10136,9858,9794
10024,10141,9860,9796
10028,10143,9868,9798
10030,10150,9871,9800
10031,10154,9884,9803
10033,10156,9885,9805
10035,10162,9887,9811
10044,10165,9889,9813
10048,10168,9890,9820
10052,10170,9894,9826
10058,10173,9896,9828
10060,10175,9900,9829
10061,10180,9902,9830
10064,10185,9903,9832
10077,10188,9904,9834
10078,10197,9906,9836
10081,10198,9912,9839
10092,10199,9914,9844
10095,10201,9915,9861
10096,10202,9916,9870
10101,10210,9925,9873
10103,10212,9957,9874
10112,10220,9958,9875
10116,10223,9961,9878
10117,10227,9963,9880
10120,10230,9964,9883
10122,10235,9966,9892
10130,10236,9970,9899
10138,10240,9975,9901
10139,10250,9980,9908
10144,10259,9988,9909
10147,10260,9992,9910
10153,10264,9997,9911
10158,10266,10002,9917
10159,10269,10003,9918
10161,10278,10009,9919
10174,10279,10019,9920
10176,10282,10026,9921
10183,10286,10036,9924
10184,10295,10037,9927
10189,10299,10040,9931
10190,10300,10041,9932
10192,10301,10042,9934
10193,10309,10054,9937
10195,10312,10082,9938
10196,10317,10085,9944
10215,10319,10087,9945
10217,10321,10091,9947
10221,10337,10094,9949
10222,10343,10097,9950
10225,10345,10098,9959
10229,10346,10099,9974
10231,10350,10100,9982
10233,10353,10102,9983
10241,10358,10104,9984
10247,10363,10106,9985
10248,10364,10108,9987
10251,10373,10123,9989
10252,10374,10125,9991
10254,10375,10128,9995
10257,10384,10129,9999
10258,10387,10131,10004
10263,10388,10145,10006
10267,10395,10146,10011
10272,10398,10149,10017
10277,10400,10151,10020
10281,10402,10157,10027
10285,10407,10160,10029
10294,10411,10164,10038
10296,10413,10166,10039
10297,10414,10167,10043
10298,10419,10169,10045
10302,10422,10177,10047
10304,10426,10181,10049
10311,10432,10186,10050
10316,10434,10187,10051
10318,10443,10191,10066
10320,10445,10204,10069
10322,10450,10208,10071
10335,10458,10209,10074
10340,10464,10211,10083
10351,10469,10213,10084
10355,10474,10216,10086
10357,10476,10219,10089
10359,10483,10224,10090
10360,10485,10226,10107
10362,10486,10234,10110
10366,10488,10238,10111
10371,10493,10239,10115
10380,10503,10244,10118
10385,10504,10249,10126
10386,10507,10253,10127
10389,10512,10255,10132
10391,10514,10261,10133
10392,10519,10265,10137
10393,10521,10268,10140
10399,10522,10274,10142
10415,10524,10276,10148
10417,10525,10284,10152
10421,10531,10289,10155
10423,10539,10290,10163
10429,10540,10292,10171
10430,10542,10293,10172
10440,10544,10303,10178
10442,10545,10306,10179
10454,10547,10308,10182
10456,10557,10314,10194
10457,10560,10315,10200
10459,10563,10325,10203
10460,10568,10327,10205
10475,10569,10328,10206
10478,10572,10331,10207
10479,10575,10338,10214
10480,10582,10344,10218
10482,10583,10348,10228
10484,10584,10349,10232
10489,10585,10354,10237
10491,10589,10356,10242
10494,10590,10365,10243
10496,10591,10367,10245
10497,10593,10372,10246
10499,10598,10377,10256
10518,10600,10378,10262
10527,10603,10379,10270
10538,10606,10390,10271
10541,10612,10394,10273
10549,10620,10396,10275
10553,10621,10401,10280
10554,10623,10403,10283
10556,10624,10404,10287
10558,10625,10406,10288
10559,10629,10408,10291
10561,10635,10409,10305
10578,10638,10410,10307
10580,10639,10418,10310
10581,10640,10420,10313
10586,10643,10424,10323
10588,10645,10428,10324
10618,10647,10431,10326
10622,10648,10436,10329
10626,10650,10437,10330
10628,10657,10438,10332
10631,10658,10441,10333
10641,10661,10446,10334
10644,10662,10447,10336
10646,10663,10448,10339
10651,10672,10451,10341
10652,10687,10452,10342
10659,10691,10463,10347
10660,10697,10467,10352
10664,10699,10470,10361
10678,10703,10471,10368
10679,10706,10472,10369
10680,10709,10477,10370
10681,10711,10481,10376
10682,10712,10487,10381
10684,10716,10495,10382
10686,10720,10500,10383
10689,10722,10506,10397
10690,10730,10508,10405
10698,10735,10511,10412
10700,10743,10516,10416
10701,10747,10520,10425
10702,10748,10523,10427
10704,10756,10526,10433
10713,10759,10528,10435
10715,10770,10535,10439
10717,10771,10537,10444
10725,10783,10543,10449
10727,10785,10546,10453
10729,10790,10548,10455
10732,10792,10550,10461
10734,10793,10551,10462
10740,10795,10564,10465
10741,10800,10566,10466
10745,10809,10573,10468
10749,10813,10576,10473
10753,10820,10577,10490
10754,10823,10587,10492
10762,10833,10592,10498
10772,10839,10594,10501
10779,10843,10595,10502
10780,10845,10596,10505
10786,10850,10601,10509
10797,10853,10602,10510
10798,10858,10604,10513
10802,10860,10605,10515
10803,10863,10608,10517
10805,10864,10609,10529
10806,10867,10611,10530
10810,10872,10614,10532
10814,10873,10615,10533
10816,10875,10619,10534
10817,10880,10627,10536
10818,10881,10630,10552
10825,10883,10636,10555
10827,10887,10637,10562
10828,10890,10649,10565
10834,10896,10653,10567
10841,10903,10654,10570
10842,10906,10656,10571
10844,10910,10665,10574
10846,10911,10671,10579
10847,10912,10674,10597
10848,10921,10675,10599
10857,10922,10677,10607
10861,10928,10683,10610
10866,10940,10685,10613
10868,10944,10694,10616
10876,10947,10695,10617
10877,10954,10710,10632
10878,10964,10718,10633
10879,10966,10719,10634
10889,10969,10723,10642
10892,10972,10724,10655
10897,10974,10726,10666
10898,10975,10731,10667
10900,10980,10733,10668
10901,10983,10737,10669
10902,10989,10738,10670
10904,10991,10742,10673
10908,10994,10744,10676
10920,10998,10746,10688
10926,11000,10751,10692
10932,11002,10758,10693
10933,11003,10760,10696
10935,11016,10765,10705
10942,11020,10766,10707
10948,11021,10767,10708
10950,11025,10768,10714
10952,11026,10769,10721
10957,11031,10774,10728
10971,11032,10781,10736
10976,11033,10788,10739
10978,11036,10794,10750
10982,11052,10801,10752
10988,11054,10804,10755
10992,11057,10807,10757
10995,11058,10811,10761
11001,11060,10812,10763
11004,11062,10815,10764
11005,11068,10819,10773
11008,11076,10826,10775
11010,11085,10830,10776
11019,11088,10831,10777
11027,11100,10836,10778
11028,11102,10838,10782
11037,11109,10849,10784
11041,11116,10852,10787
11043,11120,10854,10789
11046,11124,10859,10791
11051,11126,10865,10796
11053,11127,10870,10799
11056,11128,10871,10808
11063,11134,10884,10821
11070,11137,10885,10822
11071,11139,10886,10824
11072,11149,10894,10829
11074,11150,10905,10832
11077,11151,10907,10835
11078,11153,10914,10837
11079,11154,10915,10840
11080,11156,10916,10851
11081,11161,10924,10855
11082,11165,10927,10856
11084,11166,10937,10862
11087,11168,10938,10869
11091,11169,10941,10874
11094,11171,10943,10882
11099,11176,10946,10888
11101,11179,10949,10891
11106,11188,10955,10893
11111,11191,10958,10895
11112,11195,10959,10899
11115,11198,10960,10909
11118,11201,10962,10913
11122,11205,10977,10917
11125,11206,10985,10918
11129,11209,10987,10919
11140,11213,10999,10923
11142,11216,11007,10925
11144,11219,11009,10929
11145,11228,11012,10930
11148,11235,11014,10931
11174,11240,11022,10934
11178,11251,11023,10936
11184,11252,11024,10939
11185,11253,11029,10945
11186,11254,11030,10951
11187,11255,11035,10953
11194,11261,11039,10956
11199,11265,11042,10961
11200,11267,11044,10963
11204,11272,11045,10965
11207,11279,11047,10967
11208,11282,11048,10968
11214,11285,11050,10970
11225,11293,11055,10973
11229,11298,11059,10979
11231,11300,11061,10981
11234,11305,11064,10984
11241,11307,11065,10986
11243,11308,11066,10990
11244,11312,11069,10993
11245,11313,11073,10996
11247,11324,11083,10997
11268,11326,11086,11006
11271,11329,11089,11011
11274,11334,11090,11013
11278,11339,11098,11015
11284,11340,11104,11017
11287,11341,11108,11018
11289,11345,11110,11034
11290,11347,11123,11038
11297,11353,11130,11040
11299,11355,11131,11049
11301,11361,11132,11067
11304,11364,11141,11075
11306,11365,11143,11092
11309,11366,11146,11093
11311,11368,11147,11095
11316,11371,11152,11096
11318,11381,11155,11097
11322,11382,11157,11103
11323,11383,11158,11105
11333,11384,11160,11107
11342,11388,11167,11113
11348,11389,11172,11114
11349,11391,11177,11117
11351,11392,11180,11119
11354,11400,11189,11121
11356,11401,11190,11133
11367,11404,11193,11135
11370,11411,11197,11136
11372,11420,11203,11138
11373,11424,11215,11159
11390,11428,11217,11162
11396,11434,11221,11163
11397,11435,11223,11164
11399,11439,11224,11170
11402,11441,11226,11173
11405,11448,11233,11175
11407,11450,11237,11181
11410,11454,11238,11182
11412,11461,11239,11183
11413,11462,11242,11192
11417,11465,11250,11196
11419,11467,11259,11202
11423,11480,11260,11210
11426,11484,11262,11211
11427,11486,11263,11212
11433,11488,11266,11218
11436,11489,11269,11220
11437,11491,11270,11222
11438,11497,11273,11227
11442,11508,11276,11230
11443,11509,11277,11232
11445,11513,11283,11236
11447,11518,11288,11246
11452,11519,11291,11248
11460,11522,11294,11249
11464,11525,11296,11256
11466,11526,11303,11257
11469,11529,11314,11258
11474,11539,11319,11264
11477,11548,11325,11275
11490,11550,11328,11280
11492,11552,11330,11281
11493,11553,11331,11286
11494,11555,11335,11292
11498,11556,11336,11295
11502,11559,11337,11302
11503,11560,11343,11310
11511,11566,11350,11315
11524,11568,11352,11317
11527,11571,11357,11320
11528,11572,11358,11321
11531,11574,11359,11327
11532,11584,11369,11332
11533,11586,11374,11338
11544,11592,11385,11344
11557,11597,11387,11346
11563,11604,11393,11360
11567,11611,11394,11362
11569,11612,11409,11363
11577,11616,11418,11375
11582,11621,11421,11376
11583,11624,11422,11377
11585,11626,11425,11378
11598,11627,11429,11379
11599,11635,11430,11380
11600,11638,11444,11386
11601,11639,11446,11395
11608,11642,11449,11398
11620,11647,11451,11403
11623,11650,11457,11406
11632,11654,11458,11408
11634,11661,11463,11414
11637,11662,11468,11415
11641,11666,11470,11416
11643,11669,11471,11431
11646,11673,11472,11432
11648,11675,11473,11440
11656,11685,11475,11453
11659,11689,11476,11455
11660,11693,11478,11456
11665,11694,11479,11459
11667,11702,11482,11481
11668,11706,11485,11483
11670,11709,11495,11487
11682,11714,11500,11496
11686,11715,11501,11499
11687,11719,11504,11506
11690,11727,11505,11514
11691,11728,11507,11516
11692,11729,11510,11517
11697,11730,11512,11521
11699,11732,11515,11523
11701,11735,11520,11530
11703,11737,11536,11534
11707,11741,11542,11535
11717,11746,11543,11537
11722,11749,11545,11538
11726,11750,11547,11540
11731,11755,11549,11541
11734,11759,11554,11546
11743,11763,11562,11551
11745,11766,11565,11558
11748,11767,11573,11561
11756,11768,11575,11564
11758,11773,11579,11570
11760,11778,11581,11576
11770,11784,11588,11578
11772,11785,11589,11580
11774,11790,11591,11587
11776,11793,11593,11590
11777,11795,11594,11603
11781,11799,11595,11606
11783,11800,11596,11610
11789,11804,11602,11613
11794,11806,11605,11615
11801,11808,11607,11622
11802,11816,11609,11625
11803,11821,11614,11630
11807,11823,11617,11636
11810,11826,11618,11640
11812,11834,11619,11645
11814,11835,11628,11649
11824,11836,11629,11651
11828,11845,11631,11652
11829,11846,11633,11653
11832,11847,11644,11658
11837,11848,11655,11664
11842,11850,11657,11671
11852,11853,11663,11672
11858,11855,11674,11677
11863,11859,11676,11679
11878,11867,11678,11680
11879,11868,11684,11681
11880,11873,11695,11683
11886,11874,11696,11688
11889,11890,11698,11700
11905,11892,11711,11704
11907,11896,11713,11705
11917,11899,11716,11708
11918,11904,11718,11710
11919,11909,11733,11712
11920,11910,11736,11720
11924,11911,11739,11721
11926,11922,11740,11723
11933,11923,11742,11724
11934,11928,11751,11725
11942,11929,11752,11738
11949,11930,11762,11744
11952,11932,11769,11747
11957,11938,11771,11753
11958,11941,11779,11754
11961,11950,11780,11757
11962,11951,11791,11761
11969,11955,11796,11764
11978,11960,11798,11765
11980,11965,11813,11775
11985,11967,11815,11782
11986,11970,11817,11786
11988,11971,11819,11787
11992,11973,11822,11788
12001,11975,11830,11792
12005,11991,11831,11797
12014,11995,11833,11805
12024,12003,11838,11809
12029,12004,11839,11811
12030,12006,11840,11818
12032,12013,11841,11820
12034,12015,11843,11825
12038,12020,11854,11827
12043,12021,11860,11844
12054,12025,11866,11849
12055,12026,11870,11851
12058,12033,11871,11856
12065,12036,11872,11857
12069,12040,11875,11861
12070,12047,11877,11862
12072,12048,11887,11864
12077,12051,11888,11865
12078,12057,11893,11869
12085,12059,11894,11876
12089,12062,11895,11881
12091,12073,11897,11882
12092,12074,11898,11883
12096,12075,11902,11884
12097,12079,11908,11885
12098,12080,11913,11891
12104,12083,11915,11900
12110,12084,11921,11901
12111,12086,11925,11903
12112,12095,11935,11906
12116,12099,11936,11912
12122,12102,11939,11914
12123,12108,11945,11916
12124,12113,11956,11927
12125,12115,11964,11931
12128,12118,11968,11937
12131,12119,11974,11940
12132,12142,11976,11943
12133,12146,11977,11944
12134,12147,11979,11946
12135,12151,11982,11947
12138,12155,11987,11948
12140,12159,11989,11953
12141,12160,11990,11954
12148,12161,11994,11959
12150,12163,11997,11963
12168,12164,11999,11966
12181,12165,12007,11972
12183,12170,12010,11981
12184,12171,12011,11983
12185,12175,12012,11984
12192,12178,12016,11993
12195,12194,12017,11996
12196,12201,12018,11998
12197,12213,12027,12000
12198,12221,12028,12002
12202,12222,12035,12008
12210,12225,12044,12009
12211,12227,12045,12019
12217,12230,12046,12022
12219,12232,12050,12023
12220,12238,12052,12031
12224,12239,12053,12037
12226,12240,12060,12039
12228,12243,12063,12041
12229,12245,12064,12042
12231,12247,12076,12049
12235,12252,12087,12056
12236,12254,12088,12061
12241,12255,12094,12066
12242,12259,12100,12067
12258,12266,12106,12068
12263,12275,12114,12071
12264,12279,12117,12081
12267,12287,12120,12082
12272,12294,12126,12090
12274,12301,12136,12093
12276,12302,12137,12101
12281,12305,12139,12103
12289,12307,12143,12105
12291,12309,12144,12107
12293,12315,12145,12109
12297,12324,12158,12121
12310,12325,12166,12127
12312,12327,12167,12129
12314,12332,12169,12130
12319,12339,12179,12149
12322,12341,12180,12152
12323,12342,12182,12153
12331,12343,12187,12154
12336,12345,12188,12156
12340,12348,12190,12157
12344,12358,12199,12162
12352,12367,12203,12172
12360,12370,12204,12173
12361,12371,12207,12174
12363,12373,12208,12176
12374,12382,12212,12177
12375,12383,12215,12186
12381,12385,12216,12189
12384,12387,12218,12191
12388,12392,12234,12193
12389,12394,12244,12200
12390,12396,12248,12205
12399,12397,12250,12206
12401,12398,12261,12209
12403,12406,12262,12214
12405,12408,12265,12223
12407,12411,12269,12233
12409,12412,12271,12237
12413,12417,12273,12246
12416,12426,12280,12249
12419,12427,12284,12251
12420,12428,12285,12253
12425,12429,12290,12256
12430,12431,12298,12257
12438,12433,12299,12260
12439,12434,12300,12268
12441,12437,12303,12270
12448,12453,12304,12277
12450,12454,12306,12278
12455,12456,12313,12282
12458,12457,12320,12283
12461,12459,12329,12286
12466,12460,12330,12288
12474,12467,12334,12292
12476,12468,12335,12295
12480,12470,12337,12296
12482,12472,12346,12308
12483,12473,12347,12311
12484,12477,12350,12316
12490,12486,12351,12317
12496,12489,12353,12318
12498,12500,12357,12321
12499,12501,12365,12326
12514,12503,12366,12328
12515,12505,12368,12333
12521,12507,12369,12338
12522,12511,12378,12349
12524,12517,12380,12354
12528,12525,12404,12355
12530,12527,12410,12356
12544,12532,12414,12359
12547,12533,12418,12362
12549,12534,12422,12364
12553,12540,12424,12372
12556,12542,12436,12376
12558,12545,12442,12377
12562,12546,12444,12379
12567,12550,12447,12386
12568,12551,12449,12391
12569,12554,12451,12393
12573,12557,12464,12395
12578,12559,12465,12400
12585,12561,12475,12402
12597,12564,12478,12415
12603,12575,12487,12421
12605,12579,12488,12423
12606,12588,12491,12432
12612,12589,12492,12435
12613,12590,12493,12440
12619,12591,12502,12443
12623,12592,12506,12445
12625,12593,12508,12446
12628,12595,12509,12452
12630,12596,12510,12462
12636,12602,12512,12463
12646,12616,12516,12469
12650,12620,12518,12471
12653,12622,12523,12479
12655,12624,12529,12481
12656,12626,12531,12485
12657,12632,12535,12494
12659,12633,12536,12495
12663,12634,12537,12497
12664,12640,12539,12504
12665,12642,12552,12513
12671,12643,12560,12519
12672,12660,12563,12520
12676,12666,12571,12526
12679,12675,12574,12538
12686,12677,12581,12541
12692,12680,12584,12543
12695,12684,12586,12548
12707,12685,12587,12555
12723,12687,12594,12565
12724,12690,12598,12566
12725,12700,12600,12570
12730,12701,12604,12572
12731,12713,12607,12576
12733,12714,12608,12577
12734,12715,12617,12580
12736,12722,12621,12582
12740,12728,12627,12583
12746,12729,12631,12599
12750,12745,12648,12601
12757,12748,12652,12609
12761,12749,12668,12610
12764,12753,12669,12611
12770,12754,12673,12614
12775,12763,12674,12615
12778,12769,12678,12618
12779,12771,12682,12629
12783,12776,12683,12635
12788,12777,12697,12637
12792,12780,12698,12638
12793,12781,12699,12639
12802,12784,12702,12641
12807,12786,12706,12644
12811,12787,12708,12645
12816,12789,12710,12647
12822,12791,12716,12649
12826,12794,12717,12651
12828,12799,12721,12654
12831,12805,12726,12658
12834,12809,12737,12661
12838,12810,12738,12662
12840,12812,12741,12667
12843,12814,12743,12670
12846,12815,12744,12681
12848,12819,12747,12688
12849,12821,12751,12689
12851,12824,12752,12691
12853,12830,12755,12693
12860,12835,12756,12694
12861,12836,12758,12696
12863,12842,12759,12703
12864,12844,12760,12704
12865,12850,12765,12705
12871,12852,12766,12709
12872,12856,12772,12711
12874,12859,12773,12712
12876,12867,12782,12718
12884,12868,12797,12719
12885,12869,12800,12720
12886,12870,12803,12727
12894,12882,12804,12732
12905,12883,12808,12735
12923,12887,12823,12739
12938,12889,12827,12742
12943,12890,12829,12762
12953,12891,12833,12767
12954,12893,12841,12768
12955,12902,12845,12774
12957,12904,12847,12785
12963,12908,12854,12790
12967,12909,12855,12795
12970,12910,12857,12796
12971,12916,12858,12798
12974,12921,12862,12801
12980,12924,12873,12806
12981,12926,12875,12813
12985,12928,12879,12817
12986,12929,12881,12818
12987,12933,12888,12820
12988,12935,12912,12825
12990,12936,12914,12832
12992,12937,12915,12837
13001,12939,12918,12839
13003,12940,12919,12866
13007,12942,12941,12877
13011,12944,12947,12878
13015,12945,12949,12880
13016,12948,12950,12892
13018,12951,12952,12895
13027,12958,12960,12896
13032,12962,12964,12897
13035,12965,12966,12898
13040,12968,12976,12899
13053,12969,12977,12900
13057,12972,12979,12901
13064,12973,12983,12903
13066,12975,12984,12906
13069,12989,12993,12907
13070,12998,12995,12911
13073,13000,12996,12913
13074,13004,12999,12917
13084,13005,13008,12920
13085,13006,13010,12922
13087,13009,13013,12925
13090,13017,13022,12927
13096,13019,13023,12930
13103,13021,13025,12931
13110,13024,13033,12932
13115,13026,13034,12934
13117,13028,13039,12946
13119,13029,13044,12956
13128,13031,13049,12959
13142,13036,13050,12961
13146,13037,13054,12978
13147,13038,13058,12982
13151,13045,13060,12991
13153,13051,13063,12994
13155,13052,13065,12997
13156,13055,13068,13002
13159,13056,13071,13012
13165,13059,13077,13014
13175,13061,13082,13020
13176,13067,13093,13030
13179,13072,13094,13041
13181,13075,13099,13042
13191,13078,13100,13043
13197,13080,13104,13046
13198,13086,13106,13047
13199,13088,13113,13048
13201,13089,13114,13062
13206,13091,13118,13076
13211,13092,13125,13079
13215,13095,13126,13081
13217,13097,13130,13083
13218,13098,13131,13101
13219,13102,13132,13105
13226,13109,13133,13107
13234,13112,13135,13108
13235,13120,13136,13111
13238,13127,13137,13116
13239,13134,13141,13121
13250,13138,13143,13122
13255,13139,13145,13123
13256,13144,13148,13124
13260,13150,13154,13129
13262,13157,13164,13140
13263,13158,13172,13149
13264,13162,13173,13152
13266,13163,13174,13160
13267,13170,13177,13161
13279,13171,13178,13166
13280,13180,13182,13167
13281,13186,13184,13168
13286,13187,13185,13169
13293,13188,13193,13183
13294,13189,13196,13190
13298,13192,13200,13194
13301,13195,13209,13202
13309,13203,13210,13205
13316,13204,13213,13212
13318,13207,13214,13216
13319,13208,13222,13220
13320,13221,13224,13231
13322,13223,13229,13232
13326,13225,13230,13233
13330,13227,13236,13240
13337,13228,13241,13242
13338,13237,13244,13247
13343,13243,13245,13249
13349,13246,13252,13257
13351,13248,13254,13258
13352,13251,13261,13259
13354,13253,13273,13271
13358,13265,13283,13275
13361,13268,13285,13277
13362,13269,13289,13278
13363,13270,13290,13282
13364,13272,13292,13287
13369,13274,13295,13288
13372,13276,13296,13291
13374,13284,13299,13297
13378,13304,13302,13300
13379,13306,13303,13307
13381,13308,13305,13310
13388,13312,13311,13313
13389,13317,13314,13315
13390,13323,13321,13324
13392,13327,13325,13328
13393,13344,13329,13331
13397,13345,13332,13334
13399,13347,13333,13335
13407,13360,13336,13339
13408,13380,13340,13341
13417,13386,13342,13348
13419,13402,13346,13355
13425,13404,13350,13356
13428,13405,13353,13357
13431,13409,13365,13359
13442,13411,13370,13366
13445,13415,13371,13367
13446,13416,13373,13368
13448,13421,13375,13376
13450,13426,13377,13382
13451,13432,13384,13383
13452,13439,13385,13396
13466,13443,13387,13398
13467,13455,13391,13401
13468,13458,13394,13403
13470,13462,13395,13410
13477,13465,13400,13414
13480,13472,13406,13420
13482,13473,13412,13423
13485,13474,13413,13424
13487,13475,13418,13430
13489,13493,13422,13435
13492,13495,13427,13436
13496,13498,13429,13438
13509,13499,13433,13440
13511,13501,13434,13444
13514,13504,13437,13447
13519,13505,13441,13453
13530,13507,13449,13456
13535,13524,13454,13457
13537,13527,13459,13460
13540,13531,13464,13461
13552,13533,13483,13463
13557,13534,13488,13469
13559,13539,13491,13471
13561,13542,13502,13476
13568,13546,13506,13478
13578,13547,13510,13479
13581,13554,13512,13481
13583,13562,13513,13484
13586,13563,13516,13486
13591,13564,13517,13490
13603,13569,13520,13494
13609,13576,13522,13497
13610,13580,13523,13500
13615,13584,13525,13503
13618,13588,13528,13508
13623,13606,13529,13515
13630,13611,13532,13518
13634,13612,13543,13521
13635,13613,13544,13526
13636,13616,13548,13536
13638,13619,13550,13538
13639,13620,13551,13541
13640,13626,13556,13545
13641,13629,13560,13549
13656,13631,13565,13553
13659,13632,13571,13555
13660,13642,13572,13558
13663,13648,13573,13566
13664,13649,13582,13567
13670,13657,13592,13570
13675,13665,13595,13574
13676,13669,13598,13575
13681,13672,13600,13577
13684,13674,13604,13579
13686,13682,13607,13585
13691,13687,13627,13587
13696,13690,13628,13589
13697,13699,13633,13590
13698,13700,13637,13593
13701,13702,13644,13594
13704,13706,13645,13596
13709,13708,13647,13597
13713,13711,13651,13599
13718,13712,13652,13601
13721,13714,13653,13602
13729,13717,13654,13605
13736,13722,13661,13608
13740,13726,13662,13614
13742,13728,13668,13617
13745,13731,13673,13621
13747,13732,13678,13622
13752,13743,13679,13624
13753,13744,13680,13625
13759,13748,13683,13643
13761,13749,13685,13646
13763,13750,13689,13650
13765,13760,13692,13655
13766,13770,13695,13658
13767,13779,13703,13666
13769,13781,13705,13667
13771,13782,13710,13671
13772,13790,13715,13677
13773,13791,13716,13688
13775,13792,13723,13693
13785,13800,13725,13694
13788,13801,13730,13707
13793,13802,13733,13719
13806,13810,13734,13720
13813,13811,13739,13724
13818,13814,13746,13727
13819,13815,13754,13735
13823,13820,13755,13737
13825,13822,13758,13738
13832,13828,13768,13741
13836,13830,13774,13751
13840,13831,13776,13756
13842,13833,13783,13757
13843,13835,13784,13762
13850,13837,13796,13764
13852,13838,13797,13777
13853,13845,13799,13778
13855,13847,13804,13780
13861,13851,13805,13786
13866,13856,13807,13787
13877,13857,13808,13789
13890,13859,13809,13794
13891,13863,13821,13795
13894,13864,13824,13798
13899,13867,13826,13803
13904,13870,13829,13812
13910,13873,13834,13816
13913,13874,13841,13817
13918,13875,13844,13827
13926,13878,13848,13839
13931,13880,13849,13846
13933,13882,13854,13858
13939,13883,13865,13860
13941,13896,13868,13862
13945,13897,13879,13869
13947,13905,13881,13871
13948,13914,13884,13872
13964,13923,13888,13876
13966,13927,13889,13885
13968,13930,13892,13886
13972,13934,13893,13887
13976,13943,13895,13898
13984,13949,13900,13902
13989,13952,13901,13907
13994,13956,13903,13908
13999,13958,13906,13912
14000,13960,13909,13916
14007,13961,13911,13917
14009,13963,13915,13924
14014,13979,13919,13925
14023,13980,13920,13928
14024,13985,13921,13929
14026,13986,13922,13935
14027,13990,13932,13937
14041,13993,13936,13944
14043,13995,13938,13951
14045,13996,13940,13955
14050,13997,13942,13965
14052,14003,13946,13967
14054,14005,13950,13969
14056,14015,13953,13971
14058,14017,13954,13973
14060,14025,13957,13977
14063,14030,13959,13982
14070,14033,13962,13983
14071,14034,13970,13987
14078,14039,13974,13988
14081,14042,13975,13992
14082,14046,13978,14001
14085,14047,13981,14002
14086,14048,13991,14010
14091,14049,13998,14016
14097,14051,14004,14018
14101,14069,14006,14021
14105,14075,14008,14032
14107,14076,14011,14035
14113,14077,14012,14037
14115,14083,14013,14040
14121,14084,14019,14055
14122,14092,14020,14059
14123,14093,14022,14061
14128,14094,14028,14064
14134,14096,14029,14065
14136,14098,14031,14067
14144,14100,14036,14068
14153,14102,14038,14073
14155,14103,14044,14087
14157,14104,14053,14095
14161,14112,14057,14106
14168,14116,14062,14108
14172,14117,14066,14109
14174,14124,14072,14110
14175,14125,14074,14114
14177,14126,14079,14118
14184,14127,14080,14119
14187,14129,14088,14120
14190,14130,14089,14132
14198,14131,14090,14133
14204,14135,14099,14140
14205,14138,14111,14145
14211,14141,14137,14147
14215,14151,14139,14149
14219,14152,14142,14150
14224,14159,14143,14154
14228,14162,14146,14158
14230,14163,14148,14164
14231,14165,14156,14166
14233,14169,14160,14167
14234,14171,14176,14170
14237,14173,14181,14178
14239,14183,14186,14179
14241,14188,14191,14180
14244,14194,14192,14182
14246,14197,14193,14185
14254,14199,14202,14189
14260,14206,14203,14195
14263,14207,14210,14196
14266,14208,14213,14200
14267,14216,14214,14201
14269,14220,14218,14209
14270,14222,14221,14212
14271,14229,14223,14217
14272,14248,14235,14225
14278,14249,14236,14226
14286,14250,14240,14227
14294,14252,14242,14232
14295,14253,14245,14238
14297,14255,14251,14243
14301,14258,14256,14247
14311,14259,14257,14262
14315,14261,14265,14264
14320,14276,14275,14268
14325,14282,14277,14273
14326,14284,14288,14274
14327,14285,14289,14279
14333,14287,14290,14280
14335,14292,14291,14281
14341,14293,14296,14283
14344,14298,14310,14299
